4037	0.0046071735733153995
15	0.0036798641555903073
6634	0.0035868479386422228
2625	0.0032836563537357636
2398	0.0026086353953775057
2470	0.002523771837604762
2237	0.002496626897941074
4191	0.002267851846798069
7553	0.0021697304428607085
5254	0.002150100601933114
2328	0.002039259965316837
1186	0.002035534210632871
1297	0.001945840924281792
4335	0.001936762435511012
7620	0.0019320804340740654
5412	0.0019189157839277619
7632	0.0019077424166278776
4875	0.0018738133665095122
6946	0.0018084213077925889
3352	0.0017839563772767695
6832	0.0017681829730962447
2654	0.0017669820359905537
762	0.0017421460387363995
737	0.0017396339787122106
2066	0.001715698618768214
8293	0.0017053078209588613
3089	0.0017020103863403051
28	0.0016888099821368565
2535	0.0016662038559999903
3334	0.001656961040537387
214	0.0016515170542632579
665	0.0016430660864951234
4735	0.0016192033788283385
6774	0.001614888035520472
7092	0.0016016276926535318
2565	0.0015511786564098439
5484	0.0015430211962537076
8042	0.0014768009741933483
4310	0.0014619977197265978
5423	0.0014176254357573803
1211	0.0014175806059518173
3456	0.0014168672016962995
2657	0.001365191656976952
5404	0.0013639542069029333
5233	0.0013617836360689016
4712	0.001341888501735567
271	0.0013262593751700185
4828	0.0013006247856865568
5079	0.0012991644103436668
4261	0.0012857557282124443
5210	0.001280290556279289
8163	0.0012632543171334047
6914	0.0012605085371499149
3459	0.001257315947389591
2285	0.0012416633384842806
1549	0.0012415090319776961
1842	0.0012351880867823356
4666	0.0012119311419836365
993	0.0012002488249553368
3084	0.0011834824833583525
3562	0.0011781937536531552
1026	0.0011728803019753833
5123	0.0011648809988503922
2958	0.0011589311640652928
3537	0.0011443100062659456
3117	0.0011438048537118803
2576	0.0011400396772109607
2643	0.001121207447205241
922	0.001110051942855141
5022	0.0011079361499463551
299	0.0011040604247583613
1855	0.0011014721051819621
3897	0.0010990501909662435
2651	0.0010987195719050192
4110	0.0010964815658904936
282	0.0010748237176130995
4600	0.0010704636796020003
1031	0.0010692170596124447
4687	0.0010684695966208615
7699	0.0010653441575465298
4536	0.0010645072939316582
2871	0.001064022490088508
2746	0.0010638401461340948
3443	0.0010627019971301173
3755	0.0010613665975829404
1385	0.001059403224039344
3568	0.0010517081058023501
5459	0.001049621808823256
5543	0.0010491099777760124
4400	0.0010431840267896833
2485	0.0010295535185963502
1633	0.0010171359352046663
7890	0.0010142034490109744
3976	0.00101296080672225
4256	0.0010115931708197304
1726	0.0009963577820342503
3238	0.000990669136655949
2323	0.0009867489356939017
6784	0.0009820999144679165
3034	0.000978995677678703
